name,reviews.text,reviews.rating
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Wish I had bought one sooner. Very handy to take on the go.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I got this for my niece. She loves it! I am happy she is enjoying it!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",What can I say? The Amazon Fire is a great tablet . The price is fantastic . Good size . Does the job . Great deal at Best Buy,5.0
"Amazon Kindle Fire 5ft USB to Micro-USB Cable (works with most Micro-USB Tablets),,,
Amazon Kindle Fire 5ft USB to Micro-USB Cable (works with most Micro-USB Tablets),,,",Easy to use and very fun!! Use it for my PC speaker and it's awesome!!,5.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Bought it for my 8 year old and it was perfect. She loves it and works it with ease.,5.0
"Echo (White),,,
Echo (White),,,","I bought this as a gift for my son and his wife. I rhougjt with having a young baby at home and their hands always full it would come in handy. They liked the idea but after doing their own review search, decided it wasn't for them.",3.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","No issues runs games and internet well. ,,,,,,,,,,,,",5.0
"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,",already toldpeople about fast pickup.the kindle is great as always.,5.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",It's great but I miss the hd option. My 5yo loves it!,4.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","Purchased for my grandson, he loves it. Purchased a blue cover for him",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Got for my mom for Christmas and she loves it!!!!!!,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",This was a nice upgrade to my previous Kindle Fire. Thought would have a few more bells and whistles but I'm satisfied with the added speed and added Camera.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",At the price of $39 you can't go wrong. Great mobile device that is bigger than trying to use phone.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",You get what you pay for. It's $50 and that's about the quality you get. Overall works great but slow and crashes occasionally. Not the best battery.,3.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",This kindle fire does everything you need a tablet to do. Great picture and fast processing.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Gave it as a gift, and they loved it. It's perfect for anyone",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I think this tablet is very easy to use. It is price well.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","This is just the right size and price for my kids. For just playing the games, watching netflix, or just cruising the net, this is a great value.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Nice tablet with good speed and nice assortment of features, Good for kids with less than a need for a laptop.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I like this tablet ...............................,4.0
"Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,
Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,","Great for reading any book, light weight, easy to use best Kindle on the market.",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Amazon Fire Tablets are great for the price . My kids ages 10 and 12 love the tablets. The tablets are fast and clear.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",Wanted something cheap to bring on flights and this did not disappoint. Battery life is good and screen is average at best.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",I bought this with every intention on reading more. Unfortunately I haven't the time. Still. Happy with functionality and options. Would purchase for a family member,4.0
"Echo (White),,,
Echo (White),,,",This was a gift for my friend and he absolutely Love it. He tells me all the time how his kids always wants to use it.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",This was a gift for a family member they really enjoy all the options of getting books,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Not a bad tablet if u like reading. If u prefer AOSP and customs Android OSes I suggest the Nexus 7,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Bought four of these for our grand children and they love them. Great price too.,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",My daughter loves her PaperWhite. I like that it has nothing on it except books so that she can take it to school to read.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",This is a very responsive device for the amount paid,5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","This is my 3rd Alexa that I now have thru-out my home. This is one of the BEST products a home could have. Hook it up to your thermostat and SPEAK what temperature you want, ask to turn on and off certain lights, plays music, gives you the weather and a million things more! LOVE it and each room I add one to, just makes it even better. Easy and user friendly for everyone!",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I bought the tablet as a gift for a friend's daughter in another country and they just luv it. She is the talk of her province because of the usefulness and learning games that came with the tablet.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Great tablet for kids and adult, it had parental control as well as amazon apps",4.0
"Echo (White),,,
Echo (White),,,",While it doesn't understand everything we say it still is cool and plays most songs we think of.,4.0
"Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,
Amazon 9W PowerFast Official OEM USB Charger and Power Adapter for Fire Tablets and Kindle eReaders,,,","It doesn't always know what you are saying but for the most part it picks it up pretty well. I hope it gets better with time for the amount of things you can ask it to do, but for now it is totally worth it!",4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","I have been buying Kindles since they first came out. When ever I want to upgrade Kindle is my chosen brand. I am not very tech savvy and I enjoy watching movies, listening to music and primarily reading. I like the ability to purchase narration for my favorite titles and using text-to-speech for the rest.",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Does everything my daughter needs to do as far as playing games,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","This is the second one I've bought for my kids. The each have their own tablet now. As a parent I like that I can set limits...such as screen time, reading, videos etc. You can control everything. It can be educational aswell. Their is alot of educational apps on the device to download. Such as wikipedia,farmers almanac etc. Patents should look through and discover apps with the kids to get full use of the tablet. It continues to update regularly.",5.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Easy to use for children. Multiple color tablet covers.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",The tablet is great the jacket not so much - doesn't stand up - hate it,4.0
"Echo (White),,,
Echo (White),,,",Works like other echo but provides a different look to match decor. It was great that Best Buy actually had this in stock when other stores didn't,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",I am very satisfied with it. It is exactly what I was looking for.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I gave this to me niece as a christmas gift and it she was very happy with it.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","I bought this to give as a door prize gift for a nonprofit. they loved it, I was impressed with the reviews and proud to donate it as a gift.",5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","Hubby bought this for us. We use to play music, check daily weather, make shopping lists, alarm for appointments, work, check movie listings",5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",The best tablet for kids the 1 year unlimited apps is my favorite my kids love it..,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I wanted to give something to my younger brother without being precarious,5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",I just love this product can't wait to add to it and be able to turn on and off lights.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Good Amazon product , good camera and amazing apps",5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","I bought this for my wife and I to listen to music. With out Amazon Rime account, we are able to listen to most of the songs we request. The skills Alexa can do are also fun for our kids like 20 questions, odd facts, magic 8 ball, and kid jokes. My kids do ask Alexa a lot of general questions which she is not able answer as it does not have a robust search engine behind it like Google. However, since I bought it for music more than searching the Web for answers (as I do have a computer and phone do that) I am happy with it. If you want to use it as a search engine more than for music and the other skills Alexa can do I'd probably go with the other one.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Great table. In fact t am typing this review with it now,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I purchased this tablet as a gift. It is a nice little tablet for the money!,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",Amazon has produced a great line of eReaders that only improve more with each generation update and model. Cant go wrong with the Kindle Paperwhite. I've used the Kindle reader on other devices but it is made to be used best with the Kindle. Bought it at Best Buy as I couldnt wait to have it to start reading.,5.0
"Echo (White),,,
Echo (White),,,",we use it all the time. it is handy and the kids love to play with it as well. its pretty durable as well. its bounced off the floor a couple times and still works fine,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Bought on sale for $40. Good portable 7"" tablet for email, web browsing, etc. while traveling.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","This is a good tablet for what you pay for it. You can read books,play games and surf the web. The only thing I would have done differently is I would have bought one with more storage!",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",My kids love there Fire. They cannot put it down. They love being able to download books and read them right from their tablet.,5.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",My grandson used my old I Phone to play on. Got him this tablet and he loves it! Great deal!,5.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",My 6 and 4 year old boys love it and so do the parents,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Love this product.It'sgreat for downloading and reading books on the go.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",This case is great. It feels very secure around my tablet. I'm much more confident carrying my Fire around. Love the fact that it stands either portrait or landscape.,5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",When paired with amazon music alexa is great. It will play any song you can think of. I havent used it for much else yet,4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",The Kindle Fire HD is perfect for playing simple games and for streaming video while away from home. It's thin and light.,3.0
"All-New Kindle E-reader - Black, 6 Glare-Free Touchscreen Display, Wi-Fi -  Includes Special Offers,,",I'm writing a review based on the problem I had with my Kindle HD 8.9 it would not hold a charge even though Amazon try to reboot it from their location or had to technician try to reboot it but it wouldn't come on so I'm just want to say that the charger does work when I plugged it into my Samsung phone with the power cord so that's why I give it 5 stars,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","I had a kindle fire 3rd gen and I liked it a lot, but this one is better. I like the SD card slot for extra memory or to move pics from camera to kindle, book reading is great, I don't do many videos, but those I have watched seem to be fine. Graphics are good. Small enough to fit in my bag on the go, but big enough that I am able to type easily. Would recommend.",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Great tablet and for a great price. Good for gifts.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I bought this tablet for my ten year old son. It's perfect for him! He loves to download music and games on it.,4.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","Let me start by saying I hardly ever get to use the Amazon Echo...my kids have taken over and talk to ""Alexa"" like their long lost sister. every morning ""Alexa, what is the weather"", ""Alexa, play xxx song"" and so on. It has been a great addition to our smart electronics and we are continuing to learn new things about the echo and how to add an increasing number of other items to the controls. Very fun and very useful at the same time.",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I got a great deal on this tablet after Thanksgiving. It is for a friend that's not to tech savvy. She will use it to watch movies and read books. It already has all of the apps on it that she will use.,4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",this tablet is awesome. the fact that I can use a micro sd card to have more memory and can listen to my content on the card is great. the additional screen size is what I wanted and it has not disappointed. this was a great purchase!!!,5.0
"Echo (White),,,
Echo (White),,,",This is a good device. Everything works the way it should.,4.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",I like all the functions that it offers and then some,5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,","I am a HUGE Amazon Fan. I have ( 3 X ) Amazon Fire Tablets I have ( 2 X ) Amazon Fire TVS the 1st and 2nd Generation, I am an Amazon Prime Member, I have the Echo and the Dot. The Amazon Echo is amazing, it works extremely well - especially if you have Prime. The Echo sounds great for its size I would say the only saw back is the Base could sound a little better. BUT all in all I am very happy with this product.",5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",This is for my sister. She loved her older Kindle. I know she will love this one.,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",The Kindle paper white is great for anyone who likes to read on the run. The clarity of the type and the lack of glare make this perfect for any reading environment.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Bought this as a Christmas gift for my grandson. He was thrilled to receive it and hasn't put it down. I'm also glad it came with a power cord.,5.0
"Echo (White),,,
Echo (White),,,","I waited a while before going with Amazon to start automating my home. I had considered Google Home, but since I wanted to have multiple rooms linked, it was much cheaper to go the Echo route since the Dot was only $40/each on sale. It has more after-market apps and seems to be integrated into more home automation systems (lights, TVs, alarm systems, etc.) than Google Home. It is also much sleeker and attractive to have sitting in your living room than Google. It is a bit of a novelty at the moment but is quickly becoming an integral part of our house.I was a little disappointed in the pricing ($140 on sale) since the Echo Dot, as I mentioned, was only $40 and does everything the Echo does, minus a better speaker. The Dot does have a 3.5mm output jack, so you can hook it up to a sound system or Bluetooth speaker. So, if you do not use your Echo to listen to music, it was a little overkill for the price.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I went to purchase a new tablet because I had misplaced my old one. I told the sales person in that department that I was interested in one of the cheaper tablets that you have on display and he asked me if I had ever owned a Kendal. I told him that I had purchased 2 of them previously and really liked them. He then told me that the newest Kendal had just been delivered 2 weeks previously and it was only $48.99. I said WOW that's a great price for a Kendal and of course that is what I purchased. The sales person was very polite and professional. I really enjoyed the experience.,4.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,","Serves the purpose for which it was bought, ; I.e. Facebook",3.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",Gave this as an early bday gift for a friend that hooked me on eReaders. The improvements to the time it holds a charge and screen size are awesome!,5.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Got it for my grandmother and she loves to play games on it,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",The Fire is an excellent table for many basic tasks.,5.0
"Echo (White),,,
Echo (White),,,","Fun product, does what we ask. Alexa is worth the investment",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I bought this for Christmas for my niece. She loves it. She's four years old,3.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",The products were great. I was able to access the books that I had been craving for.,5.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","I bought the first kindle years ago for my sister. When my oldest turned 1, he wouldn't leave her kindle alone. We decided to buy him one & he has had it ever since. The learning apps such as the counting ones, ones about learning shapes, and learning his ABCs, assists in his advancement in his schooling. We all have a kindle in the house, to include my 3 year old (this is his first year with one). Love it!",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I purchased for a 7 year old perfect buy. She loved it,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",The kindle is great not only is it a reader its bascially a computer. It connects to the internet it takes pictures and has many other great features.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Very easy to use. The Kindle app works well. Regular tablet search simple games email all work fine sometimes a little slow. I used this as my travel tablet and teader. The advertising is a pain but helps keep the price down.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","God tablet for young kids. Not as fast as an iPad, but it does the job.",4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Handy to use and size is good. It's light weight and that's important.,5.0
"Echo (White),,,
Echo (White),,,",Love my echo.. after work relaxing listening to music having a glass.. its a keeper,5.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",The Amazon Fire 7 Tablet 16GB is very a good value... highly recommend.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Love it. Does more than just allow me read can go online,5.0
"Echo (White),,,
Echo (White),,,","The accuracy it has understanding the words is really good and clear. small thing I didn't like is to make her higher to max volume, you need to repeat it like 7 to 10 times; also in max volume is you must be really close to it so it could listen to you. (planning on buying the remote control soon)",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","You get the most out of this if you have prime. Prime music is great with this, you may want to expand the memory with a card though.",4.0
"Echo (White),,,
Echo (White),,,","My wife initially talked me into this. I love it! Shopping lists, tasks, music, news, stock market,and on and on!! Well worth it and you have someone that talks to you, only when spoken to!! That is worth more than you can imagine! Highly recommend it!",5.0
"Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",The Echo was all as advertised - worked well right out of the box!,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Great tablet for the price. Surfs Web well.great for her to watch netflix on,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",The up grades where a very nice choice and better.,4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",serves all my needs in a economy tablet and I would reccomend it to all.,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","Great size and the ability to make print type changes. Love to carry whiletraveling and my time, spare time,can be managed better to reading, which I love to do.",5.0
"Kindle Voyage E-reader, 6 High-Resolution Display (300 ppi) with Adaptive Built-in Light, PagePress Sensors, Wi-Fi - Includes Special Offers,",Easy to use and reasonably priced. I bought it for my wife as a Christmas present.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",This tablet was a gift for my 10 yr old who loves my larger table. He loves it and it gets the job done for him.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",This is great for my mom. It is easy for her to use,4.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",I love this thing! Awesome for outdoor reading! iPads can't compare. The biggest plus for me is that I'm not bombarded with messages or call and can stay focused on reading.,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","The kindle is lightweight, no glare and worth reading a good book on. They have a good product.",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Otherwise, I have really enjoyed my Kindle Fire and use it all the time. Love being able to read anywhere. Also watch movies on it with good resolution.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I felt the system mived extremely slow not good for streaming great reader,2.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Bought 2 of these for my kids to have something to play with and watch movies on while traveling. Bought a couple kid proof cases online and they are good to go. Well worth the cheap black Friday price.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I got this for my 7 year old great grandson for games and education. He really enjoys it.,4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",The battery life is amazing and quickly gets a full charge,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I just loved the tab and it is super cool for kids,4.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",A Kindle that has a case to help with drops. Purchased on sale during Black Friday. Great deal on a great product.,5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",It reads my textbooks to me while I play card games. Why did I wait so long to buy this thing? I should add that I am an Amazon Prime member so that might be needed to take full advantage of this feature. Cortonna will read all of my books to me. I didn't have to upgrade my books or pay extra per book.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I love my kindle. Silk is a fast and easy way to access the webI can read books on my kindle anywhere once I download them to my kindle. I have over 300 books on the Cloud. It holds a charge for days when idle. Downside. Hard to read outside due to glare,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Great product for my seven year old granddaughter.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","I really like it, I can see the letters perfectly and it has a perfect size",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","This is a great Kindle, it is decent sized for reading and watching videos. It has an SD slot to add more storage so if all the internal memory is used, all you have to do is add an SD card and you're good to go! I would definitely recommend this Kindle!",5.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","I love the size of this tablet. I have an Ipad and think I prefer this size. It's easy to carry and a great size for reading. Got it for Christmas and am loving it! I haven't tried to take any pictures yet and I didn't really purchase it for taking photos. I saw the reviews before purchasing and they were not good regarding photo quality. Again, that was not my purpose so am not too concerned at this time.",5.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",I had a hard time finding a case for it at best buy,4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",This was a birthday gift to my husband. He really likes it and it does what he needs it to do,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,",I love this kindle and its screen which is good for low light reading and also in sunlight.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","This little tablet is excellent for what it is. I have a Prime account, so there are many features available on this advice with that membership.We mostly use this to stream music in our lounge, and it works well for that purpose.",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Great Price on a nice little tablet , easy to use !!",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black","I bought this for my sister after her child stepped on her laptop and broke the screen! She is in love with it - it's just the right size for her to do her photo editing, surf the web, watch videos, etc. It's quite durable as well - seeing as how a four-year-old has his hands on it quite often :)The only thing that could be improved is the camera quality - but we didn't buy it to take pictures with. Just to edit them!",4.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta","Decent product, great for kids, cheap enough that if it breaks it is not a huge deal",4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta","This Tablet does absolutely everything I want! I can watch TV Shows or Movies, check my Mail, Facebook, Google.......pay all my bills. It processes fast and has a beautiful screen. As I said: Everything I want in a Tablet for less than $100!",5.0
"Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,
Amazon - Amazon Tap Portable Bluetooth and Wi-Fi Speaker - Black,,,",I love having Alexa around. When you have your hands full you can still get information or set a timer without having to empty your hands or wash the meatloaf off first. I can't wait to see what all she can do.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Black",Does everything I need. Can watch movies and read books.,4.0
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Very helpful and friendly. Didn't have too much selection on what I was looking for. But found what I needed.,3.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",Got my Kindle to play games. Has a lot more that you can do with it. Was easy to set up.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I bought this tablet for my 10 yo granddaughter and she loves it.,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",The Amazon Fire is a perfect buy and at a great price! What my son loves best about the Fire is that it has a camera (the older version does not). I would highly recommend this the Fire!,5.0
"Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,
Amazon Fire Hd 8 8in Tablet 16gb Black B018szt3bk 6th Gen (2016) Android,,,","Easy to navigate, I love it despite the charging port. Charging port doesn't last very long though. Just purchased my second one.",5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",My son loves this tablet. No complaints. You can't beat the quality at this price,5.0
"Fire Tablet, 7 Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta",I bought this tablet for my wife. The Google app store and 8 gigs of memory were just what she was looking for.,5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",little hard to set up needed help to set up by son,5.0
"Amazon Fire Tv,,,
Amazon Fire Tv,,,",I really wanted this as a Christmas present however it's nothing like the ads. Alexa works sometimes and then not. I can't get her to play music or listen to the radio through her. Very disappointed. Plan on taking it back.,1.0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case","At first I wanted to return this product, I bought it for my 2 yr old. I decided to keep it bc my husband liked it and of course my daughter likes it. I dnt like the fact you cant use the audible app on the kids version. I also bought it so my daughter could be independent, as far as the books none of them are read aloud. She came maneuver the games and movies tho. Its an ok product tho, I love Amazon. My daughter still likes my Samsung Tab better. Would recommend for older kids.",3.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",Good reader and great for streaming apps. Kid friendly too,5.0
"Brand New Amazon Kindle Fire 16gb 7 Ips Display Tablet Wifi 16 Gb Blue,,,",I wanted to buy my mom a simple tablet that she could easily work. Great for beginners.,5.0
"Amazon Kindle Paperwhite - eBook reader - 4 GB - 6 monochrome Paperwhite - touchscreen - Wi-Fi - black,,,","This is perfect for those that just want to read books anytime, anywhere! Great battery life.",4.0
